Height,Lenght,Area,Eccen,P_black,P_and,Mean_tr,Blackpix,Blackand,Wb_trans,Class
89,88,8007,0.9912137234150955,0.6424300708930786,0.8469497393899318,10.841407129434664,5271,6992,1361,positive
61,48,3044,0.7986266462748566,0.4520485442573448,0.5049179118189252,224.58042101315976,1379,1498,11,positive
64,51,3359,0.8026574080370676,0.45846352723072226,0.49954613059446246,221.52669740807298,1543,1687,10,positive
157,358,50738,2.5722836222403727,0.613751968289312,0.7170756141606247,24.636520768122423,25002,30508,1058,positive
63,62,3970,0.990432892564784,0.48336565241898566,0.5695412932857975,85.93799091003095,1924,2277,37,positive
164,424,71636,2.590847003738086,0.3856496670820096,0.5428422547198268,18.931431881136746,27445,38494,1435,positive
165,148,24473,0.8966287778372937,0.6704850705561075,0.9004760791040161,35.419066292787235,16141,22040,969,positive
63,74,4723,1.1902213346976493,0.38536959121970715,0.42116287215717607,142.6891275451079,1792,1947,20,positive
163,160,26190,0.9800982598919391,0.5250049191318961,0.8872505893194075,8.915775274715218,13747,23257,1595,positive
64,82,5365,1.2698465784861857,0.3680884401636436,0.39253973545855686,152.4611251493481,2020,2180,50,positive
168,153,25750,0.9132079782876725,0.5419770801359637,0.8047192965937451,13.28194688987929,13935,20804,1273,positive
61,69,4365,1.137893156785943,0.4089684093322677,0.46748373378593977,67.05503424916996,1764,1961,28,positive
176,139,24636,0.7891491633901848,0.6050996584697328,0.6812374508527719,26.739938610631164,14835,16725,617,positive
65,68,4528,1.042540195636695,0.5055594783021464,0.6156086834346061,41.146341597666066,2351,2893,172,positive
185,138,25657,0.7485748797629902,0.8760346870945712,0.9852586717736428,28.014081418631896,22456,25286,837,positive
29,31,919,1.093586159962995,0.47240059057408634,0.7216612658888832,7.161399152592895,434,663,60,positive
28,31,898,1.0833411052953135,0.4628062012797931,0.7252248051191722,6.947441884818624,415,651,59,positive
74,109,8285,1.4493040230427499,0.4628259690383658,0.5543085659422023,18.982763249781748,3733,4481,202,positive
175,143,25164,0.8240887248906319,0.5645894280128247,0.6947612128003816,19.09908422604433,14187,17536,842,positive
181,145,26341,0.8029877416607902,0.4376097269203647,0.8867215412033772,5.4666859895791955,11528,23352,2186,positive
173,347,58815,2.061303863110184,0.5590549355073463,0.7114896136393736,21.62864549097112,26215,36367,1324,positive
170,150,25561,0.8843891200233953,0.5492893277552579,0.7691617003273733,15.1630584342938,14017,19747,1133,positive
29,31,910,1.0819793377679698,0.46796268797010615,0.7237095286291817,7.052158473110305,425,658,60,positive
50,53,2966,1.0682902501763376,0.4854662954064534,0.6385898595045006,30.675925699170044,1451,1797,51,positive
48,41,2175,0.9234865951884714,0.46417576375492925,0.5947705888590235,135.47846742495358,997,1159,31,positive
28,32,896,1.143,0.4762019478245414,0.7369494187626752,7.32646308463484,426,660,58,positive
29,32,928,1.103,0.4336140609271863,0.6901371792896085,6.3059495388327855,402,640,63,positive
66,78,5237,1.189467893314052,0.42445714026924175,0.4795838613751308,58.06934962513746,2258,2568,73,positive
93,100,9432,1.078155592437953,0.5152096927618602,0.6944152705075952,4.072276743248422,4824,6498,1204,positive
28,32,896,1.143,0.46399107008394325,0.724095863246256,7.062965196548248,415,648,58,positive
28,31,882,1.125420387916164,0.4977664511576867,0.754719741389224,7.25509547431142,438,666,60,positive
28,31,882,1.1261560854695514,0.49735773029469366,0.7542292763536325,7.246512336188567,438,666,60,positive
28,31,896,1.1350692711608565,0.4621071720113398,0.7224286880453591,7.01035451897942,414,647,59,positive
28,31,880,1.1231068452056443,0.4874190311261211,0.7468664434929445,7.268664434929445,428,657,59,positive
165,152,25240,0.921422841693122,0.6694697482751314,0.9321527395860315,10.881996461680409,16763,23499,1556,positive
28,31,874,1.1157289381308502,0.5014532964018623,0.7609382374091318,7.460301179854611,438,665,58,positive
63,67,4296,1.0730396204782924,0.4673065956764545,0.5516904882813903,51.91150289889216,1998,2355,40,positive
168,141,23726,0.8407402343768273,0.8063002515883017,0.9407402343768273,31.829887114454976,19113,22346,1038,positive
82,147,12257,1.7857271066266904,0.39000711977777264,0.47420783175554987,28.507468733067338,4775,5801,167,positive
28,31,877,1.0947609917078391,0.48265970419808785,0.7388804958539196,7.309635667273421,423,648,57,positive
29,32,928,1.103,0.466696287692152,0.7134451117831071,7.042780953143386,433,661,61,positive
76,126,9946,1.617823932471748,0.3716251323911043,0.43040783627340484,80.51785661763229,3781,4488,115,positive
28,31,896,1.1341376022453755,0.4850059467045187,0.7409640437590728,7.03562854418169,434,664,61,positive
91,108,9967,1.1921130309390913,0.4441032186866134,0.5957832920228454,6.934271076257776,4413,5900,933,positive
64,63,4094,0.9898163927221061,0.42372678486874354,0.46206911695072994,142.87138893105026,1716,1875,17,positive
28,32,896,1.143,0.4857537162340114,0.7426791023191445,7.171941118725094,435,665,60,positive
174,144,25198,0.8293765810399251,0.5632477331689743,0.7012855328253801,18.75392665052828,14172,17730,868,positive
67,87,5941,1.2933769337153955,0.41276632983935857,0.46313080114618654,101.5015241852276,2524,2867,111,positive
28,32,925,1.1064768115234969,0.4346076086426227,0.6918683695068849,6.335190216065567,402,639,63,positive
28,31,880,1.1236641644945322,0.47811319625455645,0.7343534504618265,7.2724400746547175,420,647,57,positive
66,86,5776,1.2866395516763505,0.3999738322968681,0.4429186550290516,116.09264688219221,2380,2671,94,positive
90,115,10358,1.2903374759772088,0.4349626868736128,0.5756160869116218,10.49182409300023,4477,5890,808,positive
68,76,5331,1.0895440159264609,0.4733235754281909,0.5409923431081805,115.03212796929841,2554,2970,124,positive
164,158,26074,0.9623563591380917,0.5295065954425737,0.8653600849067002,10.073853572677796,13797,22606,1510,positive
64,54,3507,0.8481734777178441,0.4644997085145528,0.5165126942030673,188.66050601778898,1635,1830,17,positive
180,136,24551,0.7587788430443031,0.8703164985845078,0.9594118402133187,41.46051857528225,21415,23625,608,positive
168,153,25774,0.9168293655076518,0.5410582206920883,0.8091874758502371,13.045565793729391,13925,20937,1290,positive
28,31,880,1.1224519810319191,0.4994155660933782,0.7566986793120539,7.289726887960943,439,666,60,positive
28,32,907,1.1287561309640861,0.45131709822306465,0.710248808045371,6.752927455576615,409,644,60,positive
63,66,4221,1.0470695521667157,0.4934811942220917,0.5951937576253833,43.82063123582599,2093,2532,67,positive
80,99,8000,1.2482415861617309,0.4734136683162048,0.5934325302386503,11.180063933442788,3765,4767,535,positive
182,136,24921,0.7498431022132556,0.8802590834528564,0.9703612691189685,37.241842058990535,21973,24240,669,positive
180,456,82875,2.541236887325256,0.38013743192502847,0.5328677339595753,21.351565602439877,31460,43998,1468,positive
28,31,891,1.1374970709893641,0.46658577417553,0.7255157602012396,7.091843795416636,415,647,58,positive
65,73,4835,1.1180979525895849,0.4902621268148465,0.5887863804445393,37.315932349932304,2368,2843,87,positive
28,32,922,1.1094272549303823,0.47680340686629774,0.7235349902117102,7.27892264718672,440,667,60,positive
172,471,81281,2.7323731152709776,0.34273134048102616,0.45426864074184886,16.078805790785673,27870,36865,1734,positive
175,138,24281,0.7918466178677954,0.6441334114986863,0.7216992680169311,33.29157951536895,15517,17413,559,positive
176,140,24822,0.8001763932424014,0.6128356853460251,0.703439308922553,20.053259383806374,15182,17439,806,positive
28,31,898,1.0766393585776446,0.4655808643843394,0.7277549877813507,6.942388149044829,418,654,60,positive
181,459,83798,2.53716417793005,0.3796849086588945,0.5320488823351425,21.55024486499966,31789,44450,1470,positive
182,140,25608,0.7713088758558184,0.49839731094167045,0.7607398234509901,13.517526686467384,12701,19564,1457,positive
157,159,25023,1.0145321427854652,0.5607346030726617,0.7460615877093534,31.12920231954855,13993,18797,848,positive
28,32,896,1.1422951446763443,0.4801365522285217,0.7410660666961562,7.4095591956139835,430,664,58,positive
28,31,868,1.107,0.5062073775653112,0.7645351441523028,7.472240778043361,439,663,58,positive
168,152,25716,0.908031024591806,0.5432906355513328,0.7983318114366561,13.619865459480131,13950,20614,1248,positive
64,75,4906,1.1609663366379088,0.40254205649913055,0.44582429830156506,71.04860559513884,1971,2191,30,positive
28,31,896,1.1330475273161547,0.4846376781473495,0.7407136211401977,7.033860855107277,434,664,61,positive
68,83,5835,1.2291218016491021,0.3586708559827314,0.3936588291274915,153.39016511037207,2172,2484,195,positive
171,385,64752,2.298825034935177,0.49826752660426754,0.6615088552079533,20.25867740513692,26785,38328,1420,positive
91,111,10132,1.2336908966630746,0.4402340819944259,0.5872466253527808,8.440163642804414,4440,5896,880,positive
29,31,908,1.0802661305225694,0.45272793981765735,0.7137397991372039,6.711304525150124,411,648,61,positive
28,32,925,1.1058249604348966,0.47684748813046895,0.7216243522500655,7.235875197825517,441,667,61,positive
173,142,24671,0.8206860201309414,0.6732851119648797,0.788176451593626,17.770214074897847,16569,19403,1029,positive
28,32,896,1.143,0.4701393589000719,0.7305677462106019,7.195638797317341,421,654,58,positive
53,56,3253,1.0633988501513156,0.48680031359509573,0.6271173030821766,33.977176043330246,1593,1956,50,positive
65,72,4792,1.113694514040298,0.4903084787995758,0.5889254363987274,37.75905732394475,2348,2819,84,positive
163,156,25576,0.9535839502654158,0.5785519933215845,0.8983093062399027,18.577050359014848,14635,22979,1383,positive
180,139,25211,0.7750783007325517,0.8663083971231714,0.9819369813806812,24.036685993159125,21861,24771,1013,positive
28,32,914,1.1200174575446566,0.4781271821930821,0.7293596016495612,7.326578558950955,437,666,59,positive
169,471,80125,2.7760350115010857,0.3491522075736891,0.4908675831700279,16.489741284716104,27958,39215,1697,positive
94,95,9037,1.012694952805696,0.620700219939022,0.8314587678672116,3.7802940340973494,5578,7468,1494,positive
167,146,24576,0.8773546030924004,0.7664198731967191,0.9554207695672126,12.524860396715312,18774,23467,1504,positive
42,50,2504,1.1617963735913135,0.4222655658569453,0.5739825159156122,77.1553837804537,924,1076,40,positive
86,101,8875,1.180055568946655,0.46167933046988946,0.6026297139560326,7.551933529068526,4079,5364,793,positive
80,99,8067,1.2429662176058616,0.47250581419263665,0.5941440915787443,10.899365253074684,3789,4813,555,positive
172,471,81397,2.7279933292772913,0.3420872543054841,0.4505973495412591,16.03758427555098,27862,36629,1738,positive
73,115,8811,1.5347032048965437,0.3639429949072591,0.41089520706443816,104.79494749407971,3301,3855,90,positive
182,138,25246,0.7617598293577856,0.7259084344207346,0.8088544140673577,25.151780109074178,18373,20487,721,positive
29,31,900,1.0707620002519624,0.4613934703585048,0.7240825291375702,6.895796465697198,415,652,60,positive
84,83,7260,1.0022256951953805,0.6130648128123186,0.7973160694816908,17.343258293620323,4644,6113,1106,positive
183,469,86040,2.5651471112974105,0.3754461211381595,0.5314194641849016,21.595076120225503,32355,45687,1502,positive
28,32,896,1.143,0.4797958755610174,0.7407325005905446,7.404016262106165,429,663,58,positive
72,95,6931,1.3294459222660406,0.48987743654308025,0.5852127256352175,15.568920402622737,3400,4064,229,positive
83,95,8158,1.1618401229165625,0.41457401551785633,0.5252538772367237,63.08924732323619,3500,4557,699,positive
64,54,3520,0.8397267061420759,0.4443035967385864,0.4790147267258947,212.85272263348642,1552,1676,9,positive
28,31,875,1.1161670635714955,0.49098143738094496,0.7444907186904725,7.377958111903944,429,651,58,positive
149,522,76991,3.6273974154472133,0.3725479782222086,0.49765087477769926,21.179150562774996,28707,38459,1352,positive
28,32,896,1.143,0.4863215950192278,0.7427602278598897,7.141113413241919,435,665,61,positive
68,86,6006,1.255362638196706,0.45362929295166676,0.5266025074632746,38.61323979494131,2770,3237,138,positive
64,57,3678,0.9005697566054942,0.47144831897635586,0.5360439236092165,150.82626105468512,1741,1995,24,positive
80,99,8048,1.2444542034583372,0.47276188617655107,0.5939433865102708,10.978539942155248,3782,4800,549,positive
87,129,11134,1.5103234945009159,0.4881251924978397,0.622013354613488,19.999451779109098,5209,6581,682,positive
176,141,25013,0.8011646420061871,0.5704059863566391,0.6664767722265392,20.595422372531473,14252,16696,732,positive
69,76,5377,1.1135603440616122,0.4490715210817377,0.5224069306410077,60.73508428540638,2573,3074,300,positive
83,147,12243,1.7664619591038742,0.3980372766387109,0.48703842841339956,27.890776534156124,4844,5912,218,positive
28,31,898,1.0781979945379303,0.46610743058713866,0.7281130527992542,6.944915666818265,418,654,60,positive
69,87,6170,1.2562972304330386,0.48880739757438907,0.5844221927231672,23.40872081115948,3015,3603,169,positive
71,94,6792,1.328128896088862,0.47875106852315563,0.5673866882665859,26.239331242488646,3269,3882,202,positive
63,74,4727,1.1614793364767195,0.3912198506992321,0.426876693383434,93.11306276935152,1845,2011,22,positive
62,48,3095,0.7912097533005037,0.4525370821179309,0.500432246008089,229.9001541896148,1403,1519,9,positive
164,156,25755,0.9556400811612573,0.5941918214452337,0.9140860371468561,9.606377774308324,15201,23523,1596,positive
28,32,896,1.143,0.4730636990573223,0.7309360646232218,7.032765806604602,423,655,60,positive
64,70,4593,1.0930787986238926,0.4905254863302748,0.5895764589908244,39.833649317427245,2251,2705,72,positive
90,102,9286,1.1480510609746524,0.4561715779351727,0.6069466010778376,5.848995988604752,4227,5644,914,positive
184,205,37152,1.1371423263885767,0.7843496946415386,0.8767591600178188,26.536345344515524,24006,27467,984,positive
64,54,3536,0.844005363057761,0.44371700667756503,0.47853165255799474,210.85774133771872,1557,1681,10,positive
171,143,24566,0.8417247274274584,0.8145292502294362,0.9675823664002396,15.716135952710385,20018,23774,1373,positive
28,32,896,1.143,0.46627091074620586,0.7254495817565508,7.024927973937929,417,650,59,positive
169,135,23095,0.8008477702439335,0.7743853811769199,0.8567165536590025,55.153790198353775,17793,19708,364,positive
181,140,25404,0.7759515082829747,0.5207663580906958,0.727678653136393,15.885269224317046,13172,18562,1222,positive
177,137,24438,0.780153271238456,0.6268414970314933,0.8944613084953824,35.09056248758122,14945,21842,1267,positive
181,140,25439,0.7751585940239244,0.5169459530243631,0.7333251637690231,15.480882952201453,13091,18733,1262,positive
74,96,7250,1.3065981162748184,0.483456420010085,0.5855611843164198,14.285174186901958,3495,4256,314,positive
63,73,4655,1.173156307870937,0.3980441014356632,0.4415414964259683,130.8918922519425,1822,2008,23,positive
28,31,868,1.107,0.5050655910315452,0.7629651876683747,7.4736680112105685,438,662,58,positive
28,32,913,1.1205653963428088,0.4698521112800169,0.7208782698171404,7.14899897102885,429,658,60,positive
172,153,26289,0.8997950035145716,0.48229000162211,0.8920997224174763,7.001536166833593,12677,23454,1897,positive
166,148,24574,0.9008192272747232,0.5800148372137048,0.6452985617146432,33.28594694957809,14240,15859,496,positive
64,58,3770,0.9151682689696089,0.41904016659695953,0.4442043418686918,228.03363653060742,1537,1622,6,positive
74,109,8288,1.4496044663585719,0.4627609380176251,0.5542370318193875,18.991269307294637,3734,4482,202,positive
150,408,63082,2.7090108815603697,0.36916322340554875,0.5003645322723922,14.447464519443834,22743,30302,1554,positive
64,55,3580,0.855383122594616,0.4421571525475123,0.47724706680383366,205.55270802678456,1569,1696,10,positive
186,140,26221,0.7573140390819393,0.4309676428493436,0.8604000247195236,6.380159931789013,11282,22585,2165,positive
28,32,896,1.143,0.4853127614503875,0.7426161087786268,7.19587866412182,434,665,60,positive
187,139,26025,0.7444146100833937,0.6359204152208295,0.9328398438608032,15.91859961659588,16459,24259,1626,positive
28,32,896,1.143,0.4792229701083264,0.7401294422192909,7.391653565495464,429,663,58,positive
66,85,5704,1.2836851983227946,0.3943643006129012,0.43405559496838386,122.49087872092491,2317,2584,86,positive
132,325,42291,2.5095846758594886,0.4134953570478372,0.6055763534337602,12.52408614989194,17253,24974,1388,positive
166,471,78568,2.8348171688114325,0.3577966424722695,0.5401408620919362,17.04298511822525,28076,42380,1647,positive
28,31,887,1.0831470939832861,0.47975313761178623,0.7412639698240718,7.131037651341434,425,657,59,positive
187,138,25869,0.7400330179077989,0.7369056825059703,0.9551650992316918,21.051321879435683,18980,24697,1304,positive
84,141,11875,1.681353988706676,0.42797108485439217,0.5318869912452565,25.268700093242444,4965,6134,372,positive
88,102,9103,1.1622845843068865,0.45862106799699903,0.6050267304888386,6.606351834747814,4161,5520,860,positive
179,136,24502,0.7599748343290755,0.8689857477183526,0.9579463297657806,42.02516122127623,21340,23543,599,positive
28,32,910,1.124338443679053,0.45813959350683975,0.717273437874745,6.888814866692533,417,652,60,positive
154,158,24393,1.028225166237293,0.5802091253152613,0.6681634987389549,42.85955907661442,14131,16345,443,positive
29,31,905,1.076187694818366,0.4657482362540811,0.7247315832673472,6.99764889240815,421,656,60,positive
182,469,85886,2.570687636394213,0.37511817728507774,0.5317301478351896,21.505840871781675,32270,45630,1505,positive
28,32,896,1.143,0.4701047737626843,0.7285461634237065,7.029351662033866,421,652,59,positive
28,31,889,1.1340543909666791,0.4837333805379591,0.7427454674194434,7.444909348388868,430,660,57,positive
187,139,26175,0.7486228721440262,0.5389299943948244,0.9113977466947236,10.988921202712149,14039,23838,1936,positive
162,160,26173,0.98950895956311,0.5251460758230899,0.8884156967076405,9.692675359064296,13740,23276,1589,positive
28,32,909,1.1257955873948526,0.46802154441180155,0.7211397793697426,7.118925372479597,426,656,59,positive
172,144,24836,0.8371079967457352,0.7070216766386845,0.9442342361735145,11.07177919964958,17414,23419,1688,positive
184,143,26351,0.7828368409977506,0.42830931122973104,0.8856020467220973,5.14719948761391,11289,23331,2246,positive
28,31,868,1.107,0.4974733079794545,0.7525257984717499,7.483158365025682,431,653,57,positive
187,140,26233,0.7502464033981122,0.5015114645387457,0.9031254684000947,9.087070305068483,13105,23676,2056,positive
28,31,871,1.1027959939957022,0.488791679628299,0.7428979969978511,7.428046227305084,425,647,57,positive
28,32,896,1.143,0.48207483395785833,0.7421535477082655,7.371651870859116,431,665,58,positive
28,31,892,1.1384104081560487,0.46582465986995947,0.7249322392336356,7.0799196712960315,415,647,58,positive
147,264,36670,1.9466192529618533,0.46852527584806425,0.5995775578259501,16.427077605235105,16358,21592,1081,positive
28,31,890,1.135702633168064,0.4680811390266134,0.7266622065870703,7.115271178083609,416,647,58,positive
175,143,25118,0.8171334028971036,0.5663542112052125,0.6861795219824959,19.55308335318409,14206,17281,809,positive
166,140,23496,0.8461822567228061,0.7519123356159054,0.9023952402333716,50.33643158539198,17475,21208,602,positive
173,136,23704,0.7901126284196534,0.7075122901991918,0.8984450513678613,46.66731927500501,16467,21287,861,positive
69,91,6370,1.3108828863871398,0.44600548048191113,0.5156486591614196,63.58894896233214,2900,3379,157,positive
29,31,909,1.0812009804818998,0.46766508077249114,0.7238468857973117,7.044832757476705,425,658,60,positive
172,471,81070,2.744757450673939,0.3648149795551251,0.5414910720004078,18.702286542105092,29599,43834,1592,positive
28,31,897,1.109161608807722,0.4727690399802567,0.7346835910935615,7.201362221673798,424,659,58,positive
182,136,24878,0.7508777331823937,0.8791078743463507,0.9690934818750951,37.73030445456106,21908,24169,662,positive
171,143,24553,0.8367271044937021,0.7205640974551221,0.8544514580397693,15.984588105043159,17653,20940,1203,positive
131,510,67157,3.8837704718235573,0.37526633378724134,0.4982542082113197,19.28167332947718,25063,33110,1303,positive
162,160,26053,0.9921197247399867,0.5288591640746478,0.8735633437014089,11.929230860588625,13766,22809,1512,positive
172,148,25453,0.8702336892602524,0.48665661130022725,0.7827642061281672,22.295862753183748,12293,20047,1486,positive
28,31,880,1.0917676461629817,0.48996168624563624,0.7505650919126907,7.253540234947634,430,660,59,positive
28,31,897,1.1031884294696659,0.4713161044655944,0.7333920928583061,7.161002901822066,422,658,59,positive
65,52,3443,0.7987321964589361,0.4557923664531983,0.4920080827368775,233.69778777826318,1575,1710,17,positive
84,142,11953,1.6911811000904136,0.39766113839631306,0.49331584503313514,25.009823595593712,4736,5848,299,positive
172,142,24591,0.8315534672332766,0.7053154823717626,0.8330761672532743,16.560495621137896,17304,20444,1147,positive
29,32,928,1.103,0.45374089812908347,0.7043174509545815,6.7542290946932235,421,653,62,positive
168,141,23707,0.8400757998906443,0.8065480068204377,0.9400757998906442,32.39015178712627,19104,22313,1024,positive
174,464,80933,2.6712504971376605,0.34914170293967073,0.443105482572029,16.083581972390306,27733,35316,1738,positive
28,32,896,1.143,0.4644296457300611,0.724557521821117,7.072429197332897,416,649,58,positive
63,80,5108,1.2593626556837947,0.34818225762745814,0.3610879670513838,175.16611695012125,1795,1874,22,positive
181,282,50117,1.5914270955949015,0.6554745828099571,0.7483443164427785,23.44104131927486,25110,29791,1207,positive
39,42,1907,1.086315795313229,0.4805502376418466,0.6808679562801191,18.51032141768976,927,1210,56,positive
186,162,30394,0.8716486070738181,0.8586221775933711,0.9551947141039105,28.74749566824107,23799,27006,839,positive
180,235,41057,1.350726481598729,0.7409088625292353,0.861013953635149,25.72709417959406,24508,30500,1036,positive
89,102,9250,1.1507958942265664,0.4566439445878277,0.6065763677554864,5.99504665093915,4214,5620,903,positive
68,83,5745,1.2122421826475418,0.48927113491949953,0.5858134047584986,27.842049830415796,2809,3361,143,positive
165,298,43940,2.0744949767880785,0.6909522595365307,0.7912112435624907,25.895950850284045,24467,29125,985,positive
49,42,2265,0.9106596442149969,0.4446691252313475,0.572674395603082,144.2252563828004,1019,1182,30,positive
28,31,898,1.0885031265637706,0.46273644423562477,0.7249457769424988,6.953720018793774,415,651,59,positive
169,144,24491,0.8558460046098226,0.7728625666565327,0.9578149941667522,12.510651913616655,18873,23446,1543,positive
167,471,79013,2.819107492643075,0.3604141982547712,0.545660233232322,17.504810788271968,28459,43067,1629,positive
169,151,25646,0.8973812863477695,0.5459928079416108,0.7851918358917752,14.315012552822214,13980,20224,1196,positive
29,31,924,1.0991499064414143,0.4355103794210634,0.6931898076961079,6.344737110254898,402,640,63,positive
186,141,26365,0.7575471594428137,0.41663715051206784,0.8841970644134897,4.746239151849739,10989,23304,2322,positive
28,32,901,1.1365559234578373,0.45716694259337803,0.7166836368527157,6.8991735648344505,411,645,59,positive
28,31,898,1.0782250384090417,0.46524392826165883,0.7279946028992522,6.992331340601633,417,654,59,positive
