Mcg,Gvh,Alm,Mit,Erl,Vac,Nuc,Class
0.41408159536198447,0.33183680927603104,0.5007144162330543,0.15704079768099224,0.5,0.5440815953619845,0.22,positive
0.5572221503094653,0.5229628670792872,0.3562039074565148,0.16277784969053463,0.5,0.5263889248452673,0.24361107515473268,positive
0.7849991376854554,0.8036354229295876,0.560453996708926,0.2654548590234708,0.5,0.5659088557323969,0.26318142622066154,positive
0.7394182133732847,0.5711635732534305,0.5104363399700365,0.28,0.5,0.5802908933133576,0.22261803982021874,positive
0.6659764976477361,0.6554588708835383,0.42362338734938537,0.15649412441193403,0.5,0.5919529952954723,0.22,positive
0.5582016462629074,0.452302469394361,0.49179835373709263,0.12280658505162936,0.5,0.5376975306056391,0.23640329252581468,positive
0.40784488090199467,0.3443102381960107,0.5225429168430188,0.15392244045099732,0.5,0.5378448809019947,0.22,positive
0.4712505015595254,0.49,0.47250100311905086,0.2687494984404746,0.5,0.45999598752379667,0.24812625389881354,positive
0.5971247608348125,0.3795841305506251,0.5161663477797499,0.15191682611012503,0.5,0.5471247608348125,0.26,positive
0.358209343957204,0.41437788269163106,0.30562211730836897,0.17348255467023302,0.5,0.468209343957204,0.27865700796790294,positive
0.6656994744579905,0.6562590540243829,0.5291606306504114,0.22709842337397163,0.5,0.54,0.22,positive
0.6478365301274115,0.5864904096177657,0.5364904096177657,0.19701918076446856,0.5,0.5164904096177657,0.22,positive
0.7158617112928508,0.6967260157125332,0.5220691443535747,0.2558617112928508,0.5,0.519654278232127,0.22,positive
0.5440121969794913,0.42598780302050865,0.5013373989931638,0.1873252020136724,0.5,0.55,0.23511653199088506,positive
0.534860007962142,0.42761273378720704,0.5068818145626628,0.09688181456266273,0.5,0.5458709112624024,0.22,positive
0.5089904124731528,0.46201917505369433,0.4864664436560349,0.22110546279531873,0.5,0.5474760311828821,0.22706711268793012,positive
0.5955877955721288,0.3847073480929038,0.5141170607628385,0.15294146961858077,0.5,0.5455877955721289,0.26,positive
0.6429364949935402,0.6151388662386954,0.5445834012839139,0.15073412374838505,0.5,0.5458729899870804,0.22,positive
0.4190539551695446,0.5444481405155677,0.5444481405155677,0.1453941853460231,0.5,0.5052365112076138,0.22,positive
0.5545053367020625,0.4674175561170104,0.48258244388298954,0.18032977553195834,0.5,0.5277473316489688,0.24967022446804168,positive
0.6132691395009391,0.5294950668137912,0.5070432121880869,0.19163456975046955,0.5,0.5145913575623826,0.23836543024953047,positive
0.641797068224307,0.6096006515057095,0.5558068408099502,0.15,0.5,0.54,0.22,positive
0.4850738190600713,0.4950738190600713,0.4544832665795009,0.34625492402121216,0.5,0.4458120096607844,0.31566437154064175,positive
0.360549806765499,0.41301261272012557,0.30698738727987446,0.1732875161028751,0.5,0.470549806765499,0.28041235507412426,positive
0.6680040512590035,0.6450101281475089,0.5109979743704982,0.3769858205934876,0.5,0.5436659914568328,0.22,positive
0.5196058247511277,0.45519708762443617,0.4924014561877819,0.18118252574661683,0.5,0.55,0.22,positive
0.4015172665621733,0.35696546687565345,0.3321381324973862,0.16,0.5,0.5130345331243465,0.2662068335945668,positive
0.417422405561787,0.32515518887642597,0.48902158053374545,0.1587112027808935,0.5,0.547422405561787,0.22,positive
0.40256091677915545,0.35487816644168907,0.541036791272956,0.1512804583895777,0.5,0.5325609167791555,0.22,positive
0.5745570808053688,0.45480973064877056,0.48607610774049176,0.16696194612975412,0.5,0.5245570808053689,0.26,positive
0.6388938261880472,0.5647290110085649,0.5230586413675296,0.2044469130940236,0.5,0.5113882717264941,0.22555308690597642,positive
0.576408747448032,0.4695037780716464,0.32,0.12436501020787141,0.5,0.5007737576559036,0.23077375765590358,positive
0.48,0.506369207595923,0.506369207595923,0.23453678818411972,0.5,0.4081880084399145,0.26090599578004275,positive
0.4207400369994318,0.40493674683210223,0.3649367468321022,0.20148007399886358,0.5,0.5238266913329546,0.2527166358338069,positive
0.578256927207519,0.4813532749103387,0.4851605795046994,0.17412846360375955,0.5,0.5189678840990601,0.2558715363962405,positive
0.528958465610515,0.45052076719474254,0.4947396164026287,0.1531246031684553,0.5,0.55,0.22,positive
0.4798396070662151,0.3366221130739486,0.4932976904591589,0.15667557738521026,0.5,0.55,0.2332976904591589,positive
0.6279376090158859,0.5858752180317718,0.5462144103038696,0.1534463974240326,0.5,0.5365536025759674,0.22689279484806518,positive
0.4238457803761734,0.3257686705642601,0.49346023131660693,0.15615421962382658,0.5,0.5442313294357399,0.22,positive
0.7959131383733522,0.8130523352346986,0.5687739415120056,0.2608173723253296,0.5,0.5712260584879943,0.27531292011464226,positive
0.7316893506307216,0.5866212987385567,0.3770296100915463,0.1719615581993814,0.5,0.5467574025228866,0.22,positive
0.4,0.38164228982904125,0.3272140966096804,0.16721409660968042,0.5,0.51,0.29885638643872164,positive
0.7222989515723253,0.5770804193710698,0.5188505242138374,0.2569886370440229,0.5,0.5729195806289301,0.22,positive
0.2906443040508467,0.45379082263700615,0.2662091773629939,0.17911297466242942,0.5,0.40064430405084667,0.227983228038135,positive
0.29447630453207213,0.45155548902295795,0.2684445109770421,0.178793641288994,0.5,0.4044763045320721,0.23085722839905407,positive
0.4107844246393455,0.338431150721309,0.5122545137622908,0.15539221231967273,0.5,0.5407844246393455,0.22,positive
0.32126674368115854,0.46619001155217377,0.30745675523333227,0.1965066974724634,0.5,0.39,0.23031668592028964,positive
0.6399303152847117,0.6290022194532695,0.3390719041685577,0.15635730138951925,0.5,0.5835730138951924,0.23092809583144228,positive
0.32027338166838853,0.48517086354274286,0.38585431771371426,0.17496582729145144,0.5,0.4554442452111314,0.22,positive
0.5654802585685318,0.4183276380040556,0.5061921034274127,0.10857631028223808,0.5,0.55,0.2323842068548254,positive
0.6903931213984109,0.7031449711872879,0.501179364195233,0.2976412716095341,0.5,0.5376412716095341,0.22,positive
0.41598820797818087,0.3280235840436383,0.494041272076367,0.15799410398909042,0.5,0.5459882079781809,0.22,positive
0.5574419922101819,0.45116298831527274,0.4925580077898182,0.11976796884072738,0.5,0.5388370116847273,0.23488398442036368,positive
0.3691824096805113,0.37226385479233076,0.5559120484025565,0.17918240968051127,0.5,0.48327036127795486,0.25672963872204513,positive
0.4488494963125256,0.3639063513482545,0.5424147174464067,0.14884949631252561,0.5,0.5237926412767967,0.22,positive
0.3631651039787275,0.498130860079772,0.5131651039787275,0.16841744801063627,0.5,0.5207912759946819,0.22,positive
0.36732935518258364,0.6738922040145137,0.3922155919709728,0.08244311839419455,0.5,0.5275568816058055,0.2481676612043541,positive
0.41107510592588814,0.35723122351852793,0.55,0.14723122351852796,0.5,0.527231223518528,0.22,positive
0.5110077952331102,0.5858139616062081,0.5761240255958612,0.12581396160620817,0.5,0.49968993601034695,0.22,positive
0.6726566278654708,0.5774825969038365,0.5249651938076731,0.22762182167314393,0.5,0.5276218216731439,0.22,positive
0.672619159225745,0.6670835286450536,0.3887494140648392,0.15815478980643624,0.5,0.6052383184514898,0.22,positive
0.4988414391003039,0.5569715744329619,0.5590650676663289,0.13046746616683552,0.5,0.4962804797001013,0.22837397293346842,positive
0.759248068692948,0.7755433476650341,0.5440669528046033,0.2748188841116553,0.5,0.5588858369162585,0.25147639486043094,positive
0.4636070686671919,0.38783321792674297,0.4848452298519102,0.18422614925955105,0.5,0.55,0.22,positive
0.43419057258363547,0.5532778340071207,0.5532778340071207,0.1390872614234852,0.5,0.5014523568540912,0.22,positive
0.4147565455827909,0.35631086360430225,0.55,0.1463108636043023,0.5,0.5263108636043023,0.22,positive
0.3646253471613315,0.4406197925800278,0.5331267358066574,0.1746253471613315,0.5,0.5014986113546741,0.2385013886453259,positive
0.6501011624746498,0.627677034330637,0.5069688970080889,0.15252529061866243,0.5,0.5602023249492996,0.22,positive
0.640366832028906,0.6088995039132821,0.5588995039132821,0.15220099217343586,0.5,0.5388995039132821,0.22,positive
0.6577680638778423,0.5550487388868804,0.5249512611131196,0.45193950280087525,0.5,0.5575731083303207,0.22,positive
0.5929320331292358,0.5015315455526992,0.4943325207057724,0.18146601656461792,0.5,0.5171334958588455,0.2485339834353821,positive
0.5479934359143118,0.5546710427237922,0.32628758973876804,0.14266447863810394,0.5,0.521047931623128,0.25,positive
0.4097664511576867,0.34046709768462663,0.39813160926149344,0.16,0.5,0.5295329023153734,0.2455838721057833,positive
0.33614638176816214,0.42724794396857213,0.2927520560314279,0.17532113485265316,0.5,0.4461463817681621,0.2621097863261216,positive
0.7382110787526246,0.6814262390928179,0.4885737609071821,0.13214344022679553,0.5,0.5667848396598066,0.3807090379588403,positive
0.67921536035058,0.5589482473364691,0.5210517526635309,0.40709515563060544,0.5,0.5634223710047036,0.22,positive
0.4985878993100526,0.3979355539809521,0.5233691366772488,0.11336913667724885,0.5,0.5359785179936507,0.22,positive
0.44182234532712567,0.35394587050886217,0.48242470503634727,0.1721235251817365,0.5,0.55,0.22,positive
0.5569210830480991,0.36461513538101237,0.5280772969284815,0.14730756769050618,0.5,0.5419227030715186,0.24923027076202478,positive
0.49113579184476885,0.4713185248931387,0.4749086334758151,0.2364098914173236,0.5,0.55,0.22,positive
0.5504014239555546,0.4406021359333318,0.49959857604444546,0.0916056958222181,0.5,0.5493978640666682,0.22080284791110905,positive
0.678987124902486,0.5767792083441682,0.5235584166883365,0.23254554159082247,0.5,0.5325455415908225,0.22,positive
0.6203972790204838,0.5546262391604146,0.5215420797201382,0.21,0.5,0.5184579202798618,0.22,positive
0.39929968226134976,0.6472502647822086,0.4454994704355829,0.09309989408711658,0.5,0.5169001059128834,0.24017507943466257,positive
0.45317383450011767,0.36077859186373257,0.5440118934090374,0.13401189340903746,0.5,0.5235928639545776,0.22,positive
0.7124843649183832,0.5845263640369948,0.34671581842219684,0.15,0.5,0.5378105456147979,0.22328418157780316,positive
0.5252951698909454,0.478128150928919,0.46780777360662146,0.21470483010905467,0.5,0.5321922263933786,0.24374369814216196,positive
0.7660448840427755,0.7317166985112163,0.5088807912769959,0.17171669851121635,0.5,0.57,0.3582833014887837,positive
0.3747005486328806,0.38108287613926617,0.3073502743164403,0.16421657522785324,0.5,0.4847005486328806,0.2594585619303669,positive
0.6600623120428377,0.645109046074966,0.454672861775102,0.15501557801070942,0.5,0.5801246240856754,0.22,positive
0.4095612316896166,0.36869202880874236,0.5447847827147546,0.15521521728524543,0.5,0.5317384057617485,0.22,positive
0.7214842616727419,0.6070314766545162,0.5238868037454436,0.28,0.5,0.589257869163629,0.3033208224726614,positive
0.779342055901044,0.7662893453427142,0.5328157006218791,0.20628934534271431,0.5,0.57,0.3237106546572857,positive
0.48,0.5570895526765897,0.5570895526765897,0.1556384736141938,0.5,0.46454394741843297,0.2327280262907835,positive
0.7197838317639225,0.6856834045377032,0.42388425899014165,0.14294978638689038,0.5,0.5915829773114839,0.32230128167865774,positive
0.7872419697204437,0.8148967878881774,0.5648967878881774,0.25744839394408875,0.5,0.5585177727483992,0.26362098486022184,positive
0.33729792753610205,0.6175693007242806,0.34594689130415307,0.10837759057987245,0.5,0.4902713731881786,0.24148672282603828,positive
0.6718458851800683,0.6673225933241228,0.5217849377839181,0.24553765554020474,0.5,0.54,0.22,positive
0.6754082758668398,0.595836689653264,0.5422958620665801,0.19603075862689184,0.5,0.5541633103467359,0.22,positive
0.3315066034397306,0.4170778304668912,0.2857533017198653,0.17141556609337824,0.5,0.4415066034397306,0.24146108476655442,positive
0.4071219345179569,0.34575613096408614,0.3769754761436554,0.16,0.5,0.5242438690359139,0.2521951637051077,positive
0.42242725521726365,0.320674237560351,0.4805393900482808,0.1598651524879298,0.5,0.55,0.22053939004828083,positive
0.5090394674842397,0.4024042373549821,0.32,0.12971125903215563,0.5,0.49788450361286224,0.23971125903215565,positive
0.3837226791735994,0.5052554641652801,0.4957663924958403,0.1960949470909594,0.5,0.5271168037520798,0.22,positive
0.6810178247262041,0.6820356494524081,0.36526737089306055,0.17424954616685653,0.5,0.6118574021903677,0.22,positive
0.6085997205141935,0.5423570430407835,0.5131854946897235,0.49777126886525347,0.5,0.5423570430407835,0.24140027948580647,positive
0.4977021135807746,0.4673787318515353,0.4801616908646197,0.22721704098691556,0.5,0.55,0.22,positive
0.5532136274651911,0.4448204411977867,0.4967863725348089,0.10285450986076446,0.5,0.5451795588022134,0.22642725493038224,positive
0.4,0.38440298927846084,0.328134329759487,0.16813432975948694,0.5,0.51,0.3025373190379478,positive
0.6785961932522461,0.6657885797567383,0.5085528550608154,0.27434143481755374,0.5,0.5314471449391847,0.22,positive
0.49213615167063285,0.5557276966587343,0.5661301123764195,0.11479879214115735,0.5,0.5004024157176853,0.22,positive
0.4713558032910933,0.4879353084925285,0.45309703726120726,0.2686441967089068,0.5,0.5469029627387928,0.224129383014943,positive
0.7411742879772194,0.6835813003470685,0.4864186996529314,0.13160467491323286,0.5,0.5675929876301506,0.3855579257809044,positive
0.6923037471472719,0.6480390888343796,0.5219609111656204,0.1404902277914051,0.5,0.5542646583128924,0.30558794987735416,positive
0.5582079365397933,0.45231190480968986,0.49179206346020676,0.12283174615917292,0.5,0.5376880951903101,0.23641587307958647,positive
0.3607048553236557,0.507356792536291,0.5107048553236557,0.16964757233817213,0.5,0.520176213830914,0.22,positive
0.6322407780433611,0.5533611670650416,0.53,0.4763883293495843,0.5,0.545518443913278,0.22,positive
0.7397855599045742,0.7176354518377761,0.5519356679713723,0.27204288801908516,0.5,0.5880643320286277,0.3482787721240536,positive
0.28366354800695576,0.45786293032927583,0.2621370696707242,0.1796947043327537,0.5,0.39366354800695574,0.2227476610052168,positive
0.4053797149642408,0.3586550712589398,0.55,0.14865507125893979,0.5,0.5286550712589398,0.22,positive
0.658292792905072,0.6026828828379712,0.550853603547464,0.17378063077659361,0.5,0.5473171171620288,0.22,positive
0.44642250886808915,0.4003161130817976,0.3274209717295506,0.1545258303773036,0.5,0.5048419434591012,0.2867887455659554,positive
0.7585443793695033,0.7122153863607085,0.4953798828651059,0.15221538636070855,0.5,0.57,0.37778461363929144,positive
0.6765085424060455,0.5833135678007556,0.47035577958639757,0.19011859319546587,0.5,0.5199407034022671,0.22,positive
0.500112638477862,0.4529375989127586,0.494943680761069,0.20788127967382758,0.5,0.545056319238931,0.22282496043489658,positive
0.4010265974890249,0.35556762893013927,0.5555676289301393,0.1622705157205572,0.5,0.4977294842794428,0.2422705157205572,positive
0.688554857947709,0.575716126894699,0.5214322537893981,0.23998711173710702,0.5,0.539987111737107,0.22,positive
0.7327997909366029,0.5844004181267943,0.3947966549856454,0.18639728217583695,0.5,0.5511991637464114,0.22,positive
0.6476949293319194,0.5869152120042419,0.536915212004242,0.19616957599151622,0.5,0.516915212004242,0.22,positive
0.3880565622836285,0.5006478125721239,0.5062591250288495,0.17748174994230095,0.5,0.5256113124567258,0.22,positive
0.3902896229078727,0.36,0.5532367923640424,0.1597103770921273,0.5,0.5138160381797878,0.23294716945616975,positive
0.6629825424553434,0.6502194492968508,0.43934165210944753,0.15574563561383584,0.5,0.5859650849106867,0.22,positive
0.43045662272106733,0.4407610378684455,0.3909132454421346,0.22583714165529006,0.5,0.5303044151473782,0.26431506591839904,positive
0.40484819464830163,0.3730313187309444,0.36636145986226204,0.1675759026758492,0.5,0.5196963892966032,0.2881831240826428,positive
0.3862195810312956,0.37148368247392033,0.3131097905156478,0.16229673649478407,0.5,0.4962195810312956,0.2642581587630398,positive
0.7244248016976653,0.6011503966046694,0.521681398726751,0.28,0.5,0.5877875991511673,0.29008839236050615,positive
0.553819111481559,0.36422738893519485,0.5286589165972077,0.14711369446759745,0.5,0.5413410834027924,0.24845477787038978,positive
0.5323114399280351,0.5160637956435126,0.5218761778577388,0.14906191107113062,0.5,0.5074371466426784,0.24324952885690448,positive
0.7222818642362899,0.6038926443746782,0.35,0.15154362715274203,0.5,0.5523490172219362,0.22,positive
0.5603771979629036,0.45556579694435545,0.48962280203709635,0.1315087918516146,0.5,0.5344342030556446,0.2407543959258073,positive
0.4319553659530952,0.42923662623170616,0.3892366262317062,0.22391073190619032,0.5,0.5313035773020635,0.2433705283724207,positive
0.6425911768411213,0.6146641183140185,0.5568905877906545,0.15777353052336404,0.5,0.54,0.22,positive
0.6765358288722432,0.6596074866167295,0.5100981283458176,0.26970561496254714,0.5,0.5299018716541825,0.22,positive
0.3734414676938974,0.654461211381595,0.3894090273857282,0.10688293538779485,0.5,0.5326882935387796,0.24596755969183076,positive
0.36633749704727675,0.5087325005905446,0.5061975017716339,0.17697124675200446,0.5,0.521901249114183,0.22,positive
0.641104374437106,0.6108031814088044,0.5591968185911956,0.1497992046477989,0.5,0.5403011930283017,0.22180715816980986,positive
0.5274352308517695,0.4851295382964612,0.5257883075979778,0.09967061534924168,0.5,0.5306587693015167,0.22,positive
0.5104200886632584,0.585703766624361,0.5761974889170927,0.12570376662436095,0.5,0.49950627770726824,0.22,positive
0.7027320327381882,0.6668967148807107,0.5025464065476376,0.2949071869047247,0.5,0.5501856261905506,0.22,positive
0.38592486388880354,0.34726010888895714,0.5345202177779144,0.17363005444447857,0.5,0.5022948094443249,0.24726010888895716,positive
0.7184205073900718,0.5723977214011031,0.5147954428022062,0.26321595019227806,0.5,0.563215950192278,0.22,positive
0.665302198497255,0.5697819370303923,0.3378691622182353,0.15,0.5,0.5319127748121569,0.2321308377817647,positive
0.5417054286869905,0.5022739049159873,0.40016795205352695,0.1782945713130095,0.5,0.5341472856565048,0.23585271434349525,positive
0.6664736365658908,0.6294209096976722,0.517644772575582,0.24706568227325415,0.5,0.5223552274244181,0.22,positive
0.7116244906802706,0.6620905386765603,0.5079094613234396,0.1369773653308599,0.5,0.5595339520037101,0.33720371202226085,positive
0.6287246630796521,0.6078858743274348,0.5614094171150436,0.14788587432743477,0.5,0.5364764572123913,0.22,positive
0.3949185822336319,0.36,0.5516938059221228,0.15508141776636813,0.5,0.5215309703893865,0.22677522368849085,positive
0.5968524219599861,0.37314757804001386,0.5189508073199954,0.15209838536000925,0.5,0.55,0.2586010764266605,positive
0.6862148611742773,0.668813249886301,0.35,0.15875702776514455,0.5,0.6100562221211564,0.22,positive
0.6426913252479636,0.6019260242561093,0.5519260242561094,0.16614795148778133,0.5,0.5319260242561094,0.22,positive
0.7338340456821038,0.5724663817271585,0.5130829771589481,0.27198425938673493,0.5,0.5775336182728414,0.22,positive
0.4036246613233132,0.35275067735337357,0.5373136853684038,0.15181233066165659,0.5,0.5336246613233132,0.22,positive
0.5426854105896545,0.43401533593699004,0.5033248133683389,0.09332481336833887,0.5,0.5480051119789967,0.22,positive
0.5214206961135905,0.5877663805212981,0.5748224129858012,0.1277663805212982,0.5,0.5029439675354971,0.22,positive
0.6729789245271964,0.6489367735815894,0.5127658066046027,0.2617025801861921,0.5,0.5272341933953973,0.22,positive
0.36,0.5368891079510938,0.4894377409785754,0.1557645899082445,0.5,0.5215817122324173,0.22474513669725182,positive
0.6062386959735308,0.5416136574024226,0.5188182098698969,0.47785235337595344,0.5,0.55,0.22,positive
0.4359053462371978,0.3438580193557967,0.5356687118301924,0.1440946537628022,0.5,0.5261419806442034,0.22,positive
0.3841952784057293,0.5241139124033422,0.5241139124033422,0.15991863399761277,0.5,0.5139511803985677,0.22,positive
0.5783634405713429,0.4480021537152275,0.32,0.11654623771462819,0.5,0.49490967828597116,0.22490967828597114,positive
0.38028810424828086,0.3764265797930993,0.3101440521241404,0.16328531595861986,0.5,0.49028810424828084,0.2617867101034504,positive
0.5662914944046276,0.46443724160694144,0.4837085055953723,0.1551659776185106,0.5,0.5255627583930585,0.2525829888092553,positive
0.333215777655696,0.606343388553164,0.339823666483544,0.11348027793037999,0.5,0.48312761089746803,0.239955916620886,positive
0.5410788777892497,0.5186160745138528,0.48815476601847047,0.3896949523031026,0.5,0.55,0.22,positive
0.38923508547629493,0.36,0.5535883048412351,0.16076491452370506,0.5,0.5120584757938249,0.2343532193649401,positive
0.4915800811219663,0.4661399729593446,0.49245598918373784,0.20508802163252432,0.5,0.5463160162243933,0.22,positive
0.3529065871092838,0.3992445107422635,0.2964532935546419,0.16784890214845272,0.5,0.4629065871092838,0.25037774462886825,positive
0.5553279551577261,0.4755020168158527,0.4689959663682946,0.21768414573738995,0.5,0.5163319887894315,0.2783400560528423,positive
0.7780432545714892,0.7629124618858716,0.5304778582286803,0.20291246188587161,0.5,0.57,0.3270875381141284,positive
0.7026166657654945,0.6385361127632602,0.4103111087079852,0.20523333153098894,0.5,0.6049222228230037,0.22,positive
0.5285071914267843,0.4507464042866079,0.49462679785669605,0.1544784257196472,0.5,0.55,0.22,positive
0.4279448850334343,0.3530137787416414,0.55,0.14301377874164142,0.5,0.5230137787416415,0.22,positive
0.38261953099118745,0.34990437520705003,0.5398087504141001,0.17495218760352502,0.5,0.49766734338766244,0.24990437520705006,positive
0.7349727960990752,0.5800544078018496,0.4295647375852033,0.2146463492879777,0.5,0.5598911843963008,0.22,positive
0.590523841825041,0.536067238291191,0.5114229843882546,0.45659108011623206,0.5,0.55,0.22,positive
0.7339744743964741,0.5810467969397974,0.49393193172393096,0.2679489487929482,0.5,0.5840170170690172,0.22,positive
0.544550209923589,0.425449790076411,0.5015167366411963,0.1869665267176073,0.5,0.55,0.23535564885492846,positive
0.57,0.5019512997220208,0.4069684577782382,0.1608710572222798,0.5,0.52,0.2554355286111399,positive
0.5518705577807091,0.4428058366710636,0.49812944221929095,0.09748223112283624,0.5,0.5471941633289364,0.22374111556141812,positive
